timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653695774274,30,个人开户,200,OK,开户相关 1-943,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,30,0,1
1653695774304,20,资金账户开户,200,OK,开户相关 1-943,,true,,418,389,1,1,http://47.99.194.140:3001/capital/OpenAccount,20,0,0
1653695774324,21,法人证券账户开户,200,OK,开户相关 1-943,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,21,0,0
1653695774338,39,资金转账,200,OK,资金系统 2-940,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,39,0,0
1653695774377,11,获取交易信息,200,OK,资金系统 2-940,,true,,774,226,1,1,http://47.99.194.140:3001/capital/getInfo?capitalaccountid=000000000000000003,11,0,0
1653695774388,11,获取账户余额,200,OK,资金系统 2-940,,true,,383,229,1,1,http://47.99.194.140:3001/capital/getBalance?capitalaccountid=000000000000000003,11,0,0
1653695774413,37,个人开户,200,OK,开户相关 1-944,,true,,418,458,1,1,http://47.99.194.140:3001/security/personalOpen,37,0,1
1653695774450,21,资金账户开户,200,OK,开户相关 1-944,,true,,418,389,1,2,http://47.99.194.140:3001/capital/OpenAccount,21,0,0
1653695774471,21,法人证券账户开户,200,OK,开户相关 1-944,,true,,418,617,1,2,http://47.99.194.140:3001/security/corporateOpen,21,0,0
1653695774470,36,资金转账,200,OK,资金系统 2-941,,true,,372,346,1,1,http://47.99.194.140:3001/capital/moneyin,36,0,0
